target_x, target_y, feedback_x, feedback_y, mouse_x, mouse_y, elapsed_time
1426, 564,1900, 72,946, 1056,0:00:00.003820
1426, 564,1900, 72,946, 1056,0:00:00.027822
1426, 564,1900, 72,946, 1056,0:00:00.075820
1426, 564,1900, 73,946, 1055,0:00:00.079789
1426, 564,1900, 74,946, 1054,0:00:00.081754
1426, 564,1900, 74,946, 1054,0:00:00.085772
1426, 564,1900, 75,946, 1053,0:00:00.087746
1426, 564,1900, 75,946, 1053,0:00:00.089737
1426, 564,1900, 77,946, 1051,0:00:00.091836
1426, 564,1900, 77,946, 1051,0:00:00.093744
1426, 564,1900, 78,946, 1050,0:00:00.095732
1426, 564,1900, 78,946, 1050,0:00:00.097769
1426, 564,1900, 79,946, 1049,0:00:00.099753
1426, 564,1900, 80,946, 1048,0:00:00.101755
1426, 564,1900, 81,946, 1047,0:00:00.103749
1426, 564,1900, 81,946, 1047,0:00:00.105770
1426, 564,1900, 82,946, 1046,0:00:00.107760
1426, 564,1900, 82,946, 1046,0:00:00.109736
1426, 564,1900, 83,946, 1045,0:00:00.111748
1426, 564,1900, 84,946, 1044,0:00:00.113764
1426, 564,1900, 84,946, 1044,0:00:00.115741
1426, 564,1900, 85,946, 1043,0:00:00.117750
1426, 564,1900, 85,946, 1043,0:00:00.119754
1426, 564,1900, 86,946, 1042,0:00:00.121752
1426, 564,1900, 87,946, 1041,0:00:00.123733
1426, 564,1900, 88,946, 1040,0:00:00.125779
1426, 564,1900, 89,946, 1039,0:00:00.127752
1426, 564,1900, 89,946, 1039,0:00:00.129746
1426, 564,1900, 91,946, 1037,0:00:00.131767
1426, 564,1900, 92,946, 1036,0:00:00.133761
1426, 564,1900, 94,946, 1034,0:00:00.135750
1426, 564,1900, 94,946, 1034,0:00:00.137740
1426, 564,1900, 95,946, 1033,0:00:00.139801
1426, 564,1900, 97,946, 1031,0:00:00.141747
1426, 564,1900, 98,947, 1030,0:00:00.143744
1426, 564,1900, 99,947, 1029,0:00:00.145746
1426, 564,1900, 102,947, 1026,0:00:00.147755
1426, 564,1900, 103,947, 1025,0:00:00.149748
1426, 564,1900, 105,947, 1023,0:00:00.151740
1426, 564,1900, 107,948, 1021,0:00:00.153777
1426, 564,1900, 108,948, 1020,0:00:00.155746
1426, 564,1900, 111,949, 1017,0:00:00.157748
1426, 564,1900, 112,949, 1016,0:00:00.159743
