target_x, target_y, feedback_x, feedback_y, mouse_x, mouse_y, elapsed_time
1268, 744,1590, 458,946, 1030,0:00:00.011819
1268, 744,1590, 459,946, 1029,0:00:00.085850
1268, 744,1590, 459,946, 1029,0:00:00.089796
1268, 744,1590, 461,946, 1027,0:00:00.093781
1268, 744,1590, 461,946, 1027,0:00:00.095761
1268, 744,1590, 462,946, 1026,0:00:00.097748
1268, 744,1590, 464,946, 1024,0:00:00.099760
1268, 744,1590, 465,946, 1023,0:00:00.101767
1268, 744,1590, 466,946, 1022,0:00:00.103763
1268, 744,1590, 467,946, 1021,0:00:00.105759
1268, 744,1589, 469,947, 1019,0:00:00.107772
1268, 744,1589, 471,947, 1017,0:00:00.109758
1268, 744,1589, 473,947, 1015,0:00:00.111739
1268, 744,1589, 475,947, 1013,0:00:00.113802
1268, 744,1589, 477,947, 1011,0:00:00.115753
1268, 744,1589, 478,947, 1010,0:00:00.117733
1268, 744,1588, 480,948, 1008,0:00:00.119731
1268, 744,1588, 482,948, 1006,0:00:00.121737
1268, 744,1588, 484,948, 1004,0:00:00.123723
1268, 744,1587, 485,949, 1003,0:00:00.125711
1268, 744,1587, 487,949, 1001,0:00:00.127731
1268, 744,1587, 489,949, 999,0:00:00.129737
1268, 744,1587, 491,949, 997,0:00:00.131738
1268, 744,1587, 492,949, 996,0:00:00.133726
1268, 744,1587, 494,949, 994,0:00:00.135730
1268, 744,1586, 495,950, 993,0:00:00.137732
1268, 744,1586, 498,950, 990,0:00:00.139715
1268, 744,1586, 499,950, 989,0:00:00.141725
1268, 744,1586, 500,950, 988,0:00:00.143729
1268, 744,1585, 502,951, 986,0:00:00.145729
1268, 744,1585, 503,951, 985,0:00:00.147723
1268, 744,1585, 505,951, 983,0:00:00.149720
1268, 744,1585, 507,951, 981,0:00:00.151734
1268, 744,1584, 508,952, 980,0:00:00.153708
1268, 744,1583, 509,953, 979,0:00:00.155719
1268, 744,1583, 511,953, 977,0:00:00.157726
1268, 744,1583, 512,953, 976,0:00:00.159729
1268, 744,1582, 514,954, 974,0:00:00.161725
1268, 744,1582, 515,954, 973,0:00:00.163840
1268, 744,1581, 517,955, 971,0:00:00.165746
1268, 744,1580, 519,956, 969,0:00:00.167707
1268, 744,1579, 520,957, 968,0:00:00.169721
1268, 744,1579, 522,957, 966,0:00:00.171722
1268, 744,1577, 524,959, 964,0:00:00.173727
1268, 744,1576, 527,960, 961,0:00:00.175720
1268, 744,1575, 528,961, 960,0:00:00.177726
1268, 744,1574, 530,962, 958,0:00:00.179754
1268, 744,1573, 532,963, 956,0:00:00.181724
1268, 744,1571, 535,965, 953,0:00:00.183739
1268, 744,1569, 538,967, 950,0:00:00.185737
1268, 744,1567, 540,969, 948,0:00:00.187736
1268, 744,1566, 542,970, 946,0:00:00.189727
1268, 744,1565, 545,971, 943,0:00:00.191729
1268, 744,1561, 549,975, 939,0:00:00.193727
1268, 744,1559, 552,977, 936,0:00:00.195719
1268, 744,1557, 555,979, 933,0:00:00.197719
1268, 744,1554, 558,982, 930,0:00:00.199727
1268, 744,1551, 562,985, 926,0:00:00.201722
1268, 744,1549, 565,987, 923,0:00:00.203719
1268, 744,1544, 571,992, 917,0:00:00.205728
1268, 744,1541, 575,995, 913,0:00:00.207722
1268, 744,1537, 579,999, 909,0:00:00.209719
1268, 744,1534, 584,1002, 904,0:00:00.211720
1268, 744,1530, 588,1006, 900,0:00:00.213742
1268, 744,1525, 594,1011, 894,0:00:00.215730
1268, 744,1521, 598,1015, 890,0:00:00.217722
1268, 744,1517, 603,1019, 885,0:00:00.219728
1268, 744,1513, 607,1023, 881,0:00:00.221725
1268, 744,1509, 611,1027, 877,0:00:00.223735
1268, 744,1504, 615,1032, 873,0:00:00.225738
1268, 744,1497, 622,1039, 866,0:00:00.227735
1268, 744,1492, 625,1044, 863,0:00:00.229727
1268, 744,1487, 629,1049, 859,0:00:00.231719
1268, 744,1482, 634,1054, 854,0:00:00.233721
1268, 744,1477, 637,1059, 851,0:00:00.235724
1268, 744,1468, 643,1068, 845,0:00:00.237717
1268, 744,1462, 647,1074, 841,0:00:00.239731
1268, 744,1456, 650,1080, 838,0:00:00.241724
1268, 744,1449, 653,1087, 835,0:00:00.243707
1268, 744,1442, 657,1094, 831,0:00:00.245723
1268, 744,1431, 662,1105, 826,0:00:00.247723
1268, 744,1423, 665,1113, 823,0:00:00.249717
1268, 744,1416, 669,1120, 819,0:00:00.251717
1268, 744,1407, 672,1129, 816,0:00:00.253725
1268, 744,1400, 675,1136, 813,0:00:00.255720
1268, 744,1392, 678,1144, 810,0:00:00.257704
1268, 744,1379, 682,1157, 806,0:00:00.259719
1268, 744,1370, 685,1166, 803,0:00:00.261726
1268, 744,1362, 688,1174, 800,0:00:00.263719
1268, 744,1354, 691,1182, 797,0:00:00.265738
1268, 744,1346, 694,1190, 794,0:00:00.267742
1268, 744,1334, 698,1202, 790,0:00:00.269730
1268, 744,1326, 701,1210, 787,0:00:00.271709
1268, 744,1318, 703,1218, 785,0:00:00.273717
1268, 744,1310, 705,1226, 783,0:00:00.275723
1268, 744,1303, 708,1233, 780,0:00:00.277720
1268, 744,1268, 744,1240, 778,0:00:00.279718
1268, 744,1268, 744,1251, 774,0:00:00.281723
1268, 744,1268, 744,1258, 771,0:00:00.283730
