target_x, target_y, feedback_x, feedback_y, mouse_x, mouse_y, elapsed_time
649, 544,339, 62,959, 1026,0:00:00.000791
649, 544,340, 62,958, 1026,0:00:00.002782
649, 544,340, 61,958, 1027,0:00:00.004774
649, 544,341, 61,957, 1027,0:00:00.006777
649, 544,341, 60,957, 1028,0:00:00.012790
649, 544,341, 60,957, 1028,0:00:00.048853
649, 544,341, 61,957, 1027,0:00:00.144867
649, 544,341, 62,957, 1026,0:00:00.148803
649, 544,341, 63,957, 1025,0:00:00.150795
649, 544,341, 64,957, 1024,0:00:00.152772
649, 544,341, 65,957, 1023,0:00:00.154754
649, 544,341, 66,957, 1022,0:00:00.156744
649, 544,340, 68,958, 1020,0:00:00.158757
649, 544,340, 70,958, 1018,0:00:00.160772
649, 544,340, 72,958, 1016,0:00:00.162761
649, 544,340, 74,958, 1014,0:00:00.164770
649, 544,340, 75,958, 1013,0:00:00.166754
649, 544,340, 77,958, 1011,0:00:00.168757
649, 544,340, 80,958, 1008,0:00:00.170741
649, 544,340, 82,958, 1006,0:00:00.172751
649, 544,340, 85,958, 1003,0:00:00.174771
649, 544,340, 87,958, 1001,0:00:00.176753
649, 544,341, 89,957, 999,0:00:00.178765
649, 544,341, 93,957, 995,0:00:00.180758
649, 544,342, 96,956, 992,0:00:00.182754
649, 544,342, 99,956, 989,0:00:00.184745
649, 544,343, 102,955, 986,0:00:00.186756
649, 544,344, 105,954, 983,0:00:00.188769
649, 544,346, 109,952, 979,0:00:00.190755
649, 544,347, 113,951, 975,0:00:00.192755
649, 544,348, 116,950, 972,0:00:00.194760
649, 544,350, 119,948, 969,0:00:00.196752
649, 544,351, 123,947, 965,0:00:00.198739
649, 544,353, 127,945, 961,0:00:00.200753
649, 544,356, 133,942, 955,0:00:00.202760
649, 544,358, 138,940, 950,0:00:00.204758
649, 544,361, 142,937, 946,0:00:00.206757
649, 544,363, 146,935, 942,0:00:00.208758
649, 544,365, 150,933, 938,0:00:00.210754
649, 544,369, 157,929, 931,0:00:00.212741
649, 544,372, 161,926, 927,0:00:00.214763
649, 544,376, 166,922, 922,0:00:00.216767
649, 544,379, 171,919, 917,0:00:00.218757
649, 544,382, 175,916, 913,0:00:00.220752
649, 544,385, 179,913, 909,0:00:00.222758
649, 544,390, 186,908, 902,0:00:00.224748
649, 544,394, 190,904, 898,0:00:00.226746
649, 544,397, 195,901, 893,0:00:00.228743
649, 544,401, 199,897, 889,0:00:00.230757
649, 544,405, 204,893, 884,0:00:00.232766
649, 544,410, 210,888, 878,0:00:00.234755
649, 544,414, 214,884, 874,0:00:00.236759
649, 544,418, 218,880, 870,0:00:00.238768
649, 544,422, 222,876, 866,0:00:00.240756
649, 544,426, 227,872, 861,0:00:00.242757
649, 544,432, 234,866, 854,0:00:00.244754
649, 544,437, 238,861, 850,0:00:00.246766
649, 544,441, 242,857, 846,0:00:00.248740
649, 544,446, 247,852, 841,0:00:00.250758
649, 544,450, 252,848, 836,0:00:00.252752
649, 544,455, 257,843, 831,0:00:00.254751
649, 544,462, 264,836, 824,0:00:00.256754
649, 544,467, 268,831, 820,0:00:00.258757
649, 544,471, 273,827, 815,0:00:00.260752
649, 544,475, 278,823, 810,0:00:00.262750
649, 544,480, 284,818, 804,0:00:00.264779
649, 544,488, 291,810, 797,0:00:00.266757
649, 544,492, 296,806, 792,0:00:00.268755
649, 544,497, 301,801, 787,0:00:00.270755
649, 544,501, 306,797, 782,0:00:00.272755
649, 544,506, 311,792, 777,0:00:00.274765
649, 544,510, 316,788, 772,0:00:00.276770
649, 544,517, 324,781, 764,0:00:00.278792
649, 544,521, 329,777, 759,0:00:00.280778
649, 544,526, 334,772, 754,0:00:00.282771
649, 544,530, 339,768, 749,0:00:00.284770
649, 544,534, 344,764, 744,0:00:00.286781
649, 544,540, 352,758, 736,0:00:00.288783
649, 544,544, 357,754, 731,0:00:00.290773
649, 544,548, 362,750, 726,0:00:00.292773
649, 544,552, 367,746, 721,0:00:00.294769
649, 544,556, 372,742, 716,0:00:00.296757
649, 544,559, 377,739, 711,0:00:00.298769
649, 544,565, 384,733, 704,0:00:00.300772
649, 544,569, 389,729, 699,0:00:00.302753
649, 544,572, 394,726, 694,0:00:00.304767
649, 544,577, 398,721, 690,0:00:00.306769
649, 544,580, 403,718, 685,0:00:00.308772
649, 544,585, 410,713, 678,0:00:00.310768
649, 544,588, 414,710, 674,0:00:00.312769
649, 544,592, 418,706, 670,0:00:00.314791
649, 544,595, 422,703, 666,0:00:00.316757
649, 544,599, 426,699, 662,0:00:00.318766
649, 544,604, 432,694, 656,0:00:00.320771
649, 544,607, 435,691, 653,0:00:00.322769
649, 544,609, 438,689, 650,0:00:00.324765
649, 544,613, 442,685, 646,0:00:00.326767
649, 544,616, 445,682, 643,0:00:00.328766
649, 544,619, 448,679, 640,0:00:00.330754
649, 544,623, 453,675, 635,0:00:00.332769
649, 544,626, 456,672, 632,0:00:00.334770
649, 544,628, 459,670, 629,0:00:00.336776
649, 544,631, 462,667, 626,0:00:00.338839
649, 544,634, 465,664, 623,0:00:00.340776
649, 544,638, 468,660, 620,0:00:00.342770
649, 544,640, 471,658, 617,0:00:00.344755
649, 544,642, 474,656, 614,0:00:00.346778
649, 544,644, 476,654, 612,0:00:00.348770
649, 544,646, 478,652, 610,0:00:00.350774
649, 544,648, 480,650, 608,0:00:00.352767
649, 544,650, 483,648, 605,0:00:00.354768
649, 544,652, 485,646, 603,0:00:00.356767
649, 544,653, 487,645, 601,0:00:00.358767
649, 544,654, 488,644, 600,0:00:00.360770
649, 544,655, 489,643, 599,0:00:00.362770
649, 544,657, 492,641, 596,0:00:00.364793
649, 544,657, 494,641, 594,0:00:00.366769
649, 544,649, 544,640, 593,0:00:00.368767
649, 544,649, 544,640, 592,0:00:00.370763
649, 544,649, 544,639, 591,0:00:00.372773
649, 544,649, 544,639, 589,0:00:00.374768
649, 544,649, 544,639, 588,0:00:00.376770
649, 544,649, 544,639, 587,0:00:00.378790
649, 544,649, 544,639, 586,0:00:00.380768
649, 544,649, 544,638, 585,0:00:00.382768
649, 544,649, 544,638, 584,0:00:00.384766
649, 544,649, 544,638, 582,0:00:00.386770
649, 544,649, 544,638, 581,0:00:00.388833
649, 544,649, 544,638, 581,0:00:00.390770
649, 544,649, 544,638, 579,0:00:00.392773
649, 544,649, 544,638, 578,0:00:00.394769
649, 544,649, 544,638, 576,0:00:00.396768
649, 544,649, 544,638, 575,0:00:00.398797
649, 544,649, 544,639, 573,0:00:00.400774
649, 544,649, 544,639, 571,0:00:00.402772
649, 544,649, 544,639, 570,0:00:00.404784
649, 544,649, 544,639, 568,0:00:00.406754
