target_x, target_y, feedback_x, feedback_y, mouse_x, mouse_y, elapsed_time
1181, 580,1392, 120,970, 1040,0:00:00.018721
1181, 580,1392, 119,970, 1041,0:00:00.032678
1181, 580,1391, 119,971, 1041,0:00:00.038656
1181, 580,1391, 120,971, 1040,0:00:00.172719
1181, 580,1391, 120,971, 1040,0:00:00.174622
1181, 580,1391, 121,971, 1039,0:00:00.176641
1181, 580,1390, 122,972, 1038,0:00:00.178622
1181, 580,1389, 124,973, 1036,0:00:00.180641
1181, 580,1388, 125,974, 1035,0:00:00.182634
1181, 580,1387, 126,975, 1034,0:00:00.184620
1181, 580,1386, 128,976, 1032,0:00:00.186618
1181, 580,1385, 130,977, 1030,0:00:00.188615
1181, 580,1383, 132,979, 1028,0:00:00.190624
1181, 580,1382, 134,980, 1026,0:00:00.192620
1181, 580,1381, 136,981, 1024,0:00:00.194629
1181, 580,1379, 139,983, 1021,0:00:00.196622
1181, 580,1378, 141,984, 1019,0:00:00.198617
1181, 580,1375, 145,987, 1015,0:00:00.200636
1181, 580,1373, 148,989, 1012,0:00:00.202608
1181, 580,1371, 151,991, 1009,0:00:00.204624
1181, 580,1369, 154,993, 1006,0:00:00.206619
1181, 580,1366, 159,996, 1001,0:00:00.208675
1181, 580,1363, 163,999, 997,0:00:00.210628
1181, 580,1359, 169,1003, 991,0:00:00.212620
1181, 580,1356, 174,1006, 986,0:00:00.214625
1181, 580,1353, 179,1009, 981,0:00:00.216607
1181, 580,1349, 185,1013, 975,0:00:00.218617
1181, 580,1346, 190,1016, 970,0:00:00.220621
1181, 580,1340, 199,1022, 961,0:00:00.222643
1181, 580,1335, 205,1027, 955,0:00:00.224635
1181, 580,1331, 211,1031, 949,0:00:00.226635
1181, 580,1326, 217,1036, 943,0:00:00.228621
1181, 580,1322, 224,1040, 936,0:00:00.230626
1181, 580,1318, 231,1044, 929,0:00:00.232623
1181, 580,1311, 240,1051, 920,0:00:00.234630
1181, 580,1306, 247,1056, 913,0:00:00.236642
1181, 580,1301, 253,1061, 907,0:00:00.238618
1181, 580,1296, 260,1066, 900,0:00:00.240644
1181, 580,1291, 266,1071, 894,0:00:00.242617
1181, 580,1283, 276,1079, 884,0:00:00.244605
1181, 580,1279, 281,1083, 879,0:00:00.246616
1181, 580,1273, 288,1089, 872,0:00:00.248693
1181, 580,1269, 294,1093, 866,0:00:00.250631
1181, 580,1264, 300,1098, 860,0:00:00.252628
1181, 580,1259, 307,1103, 853,0:00:00.254617
