target_x, target_y, feedback_x, feedback_y, mouse_x, mouse_y, elapsed_time
1094, 491,979, 1007,979, 1007,0:00:00.064845
1094, 491,979, 1007,979, 1007,0:00:00.276872
1094, 491,980, 1007,980, 1007,0:00:00.294861
1094, 491,981, 1007,981, 1007,0:00:00.298793
1094, 491,981, 1006,981, 1006,0:00:00.300782
1094, 491,982, 1006,982, 1006,0:00:00.302753
1094, 491,982, 1006,982, 1006,0:00:00.304736
1094, 491,983, 1006,983, 1006,0:00:00.306754
1094, 491,983, 1005,983, 1005,0:00:00.310771
1094, 491,984, 1005,984, 1005,0:00:00.312761
1094, 491,985, 1004,985, 1004,0:00:00.314762
1094, 491,985, 1004,985, 1004,0:00:00.318707
1094, 491,985, 1004,985, 1004,0:00:00.320752
1094, 491,986, 1003,986, 1003,0:00:00.324756
1094, 491,987, 1003,987, 1003,0:00:00.328776
1094, 491,988, 1002,988, 1002,0:00:00.330761
1094, 491,989, 1002,989, 1002,0:00:00.332768
1094, 491,989, 1001,989, 1001,0:00:00.334755
1094, 491,989, 1001,989, 1001,0:00:00.336752
1094, 491,991, 1000,991, 1000,0:00:00.340670
1094, 491,991, 1000,991, 1000,0:00:00.342645
1094, 491,992, 1000,992, 1000,0:00:00.344713
1094, 491,992, 999,992, 999,0:00:00.346760
1094, 491,993, 999,993, 999,0:00:00.348779
1094, 491,993, 999,993, 999,0:00:00.350750
1094, 491,993, 999,993, 999,0:00:00.352707
1094, 491,993, 998,993, 998,0:00:00.354766
1094, 491,994, 998,994, 998,0:00:00.356750
1094, 491,995, 998,995, 998,0:00:00.358761
1094, 491,995, 997,995, 997,0:00:00.362672
1094, 491,996, 997,996, 997,0:00:00.364764
1094, 491,996, 997,996, 997,0:00:00.366735
1094, 491,997, 997,997, 997,0:00:00.368737
1094, 491,997, 996,997, 996,0:00:00.370730
1094, 491,998, 996,998, 996,0:00:00.372740
1094, 491,998, 996,998, 996,0:00:00.374697
1094, 491,998, 996,998, 996,0:00:00.378735
1094, 491,999, 995,999, 995,0:00:00.380642
1094, 491,999, 995,999, 995,0:00:00.382663
1094, 491,1000, 995,1000, 995,0:00:00.386703
1094, 491,1001, 995,1001, 995,0:00:00.388730
1094, 491,1001, 994,1001, 994,0:00:00.390742
1094, 491,1001, 994,1001, 994,0:00:00.392719
1094, 491,1002, 994,1002, 994,0:00:00.398749
1094, 491,1002, 994,1002, 994,0:00:00.400724
1094, 491,1003, 994,1003, 994,0:00:00.402723
1094, 491,1003, 993,1003, 993,0:00:00.404726
1094, 491,1003, 993,1003, 993,0:00:00.406721
1094, 491,1004, 993,1004, 993,0:00:00.412754
1094, 491,1004, 993,1004, 993,0:00:00.414719
1094, 491,1005, 993,1005, 993,0:00:00.418747
1094, 491,1005, 993,1005, 993,0:00:00.424662
1094, 491,1005, 992,1005, 992,0:00:00.426741
1094, 491,1006, 992,1006, 992,0:00:00.428729
1094, 491,1006, 992,1006, 992,0:00:00.432738
1094, 491,1006, 991,1006, 991,0:00:00.434662
1094, 491,1007, 991,1007, 991,0:00:00.438666
1094, 491,1007, 991,1007, 991,0:00:00.442683
1094, 491,1008, 991,1008, 991,0:00:00.446661
1094, 491,1008, 990,1008, 990,0:00:00.448675
1094, 491,1008, 990,1008, 990,0:00:00.452665
1094, 491,1009, 990,1009, 990,0:00:00.454655
1094, 491,1009, 990,1009, 990,0:00:00.460698
1094, 491,1010, 989,1010, 989,0:00:00.462659
1094, 491,1011, 989,1011, 989,0:00:00.466673
1094, 491,1011, 988,1011, 988,0:00:00.470662
