target_x, target_y, feedback_x, feedback_y, mouse_x, mouse_y, elapsed_time
810, 766,952, 1033,952, 1033,0:00:00.049921
810, 766,952, 1033,952, 1033,0:00:00.065881
810, 766,952, 1032,952, 1032,0:00:00.069839
810, 766,953, 1032,953, 1032,0:00:00.071814
810, 766,953, 1031,953, 1031,0:00:00.073822
810, 766,953, 1030,953, 1030,0:00:00.075806
810, 766,953, 1029,953, 1029,0:00:00.077805
810, 766,953, 1028,953, 1028,0:00:00.080829
810, 766,953, 1027,953, 1027,0:00:00.081789
810, 766,953, 1025,953, 1025,0:00:00.083805
810, 766,953, 1024,953, 1024,0:00:00.085801
810, 766,953, 1022,953, 1022,0:00:00.087805
810, 766,953, 1020,953, 1020,0:00:00.089813
810, 766,953, 1017,953, 1017,0:00:00.091813
810, 766,954, 1015,954, 1015,0:00:00.093809
810, 766,954, 1013,954, 1013,0:00:00.095816
810, 766,954, 1010,954, 1010,0:00:00.097812
810, 766,954, 1008,954, 1008,0:00:00.099818
810, 766,954, 1003,954, 1003,0:00:00.101810
810, 766,954, 1000,954, 1000,0:00:00.103815
810, 766,954, 997,954, 997,0:00:00.105801
810, 766,954, 993,954, 993,0:00:00.107819
810, 766,953, 990,953, 990,0:00:00.109803
810, 766,953, 984,953, 984,0:00:00.111820
810, 766,953, 981,953, 981,0:00:00.113814
