target_x, target_y, feedback_x, feedback_y, mouse_x, mouse_y, elapsed_time
651, 527,344, 31,958, 1023,0:00:00.071763
651, 527,344, 32,958, 1022,0:00:00.083693
651, 527,344, 32,958, 1022,0:00:00.211664
651, 527,344, 33,958, 1021,0:00:00.215624
651, 527,344, 34,958, 1020,0:00:00.217549
651, 527,344, 34,958, 1020,0:00:00.219560
651, 527,344, 35,958, 1019,0:00:00.221561
651, 527,344, 35,958, 1019,0:00:00.223558
651, 527,343, 37,959, 1017,0:00:00.225587
651, 527,343, 37,959, 1017,0:00:00.227570
651, 527,343, 38,959, 1016,0:00:00.229569
651, 527,343, 39,959, 1015,0:00:00.231575
651, 527,343, 40,959, 1014,0:00:00.233571
651, 527,343, 42,959, 1012,0:00:00.235566
651, 527,343, 43,959, 1011,0:00:00.237567
651, 527,343, 44,959, 1010,0:00:00.239609
651, 527,343, 46,959, 1008,0:00:00.241617
651, 527,343, 48,959, 1006,0:00:00.243613
651, 527,343, 51,959, 1003,0:00:00.245615
651, 527,343, 53,959, 1001,0:00:00.247616
651, 527,343, 55,959, 999,0:00:00.249613
651, 527,343, 57,959, 997,0:00:00.251622
651, 527,343, 60,959, 994,0:00:00.253621
651, 527,343, 62,959, 992,0:00:00.255614
651, 527,344, 67,958, 987,0:00:00.257613
651, 527,344, 69,958, 985,0:00:00.259606
651, 527,344, 72,958, 982,0:00:00.261614
651, 527,344, 74,958, 980,0:00:00.263625
651, 527,345, 77,957, 977,0:00:00.265616
651, 527,346, 81,956, 973,0:00:00.267623
651, 527,347, 84,955, 970,0:00:00.269617
651, 527,347, 86,955, 968,0:00:00.271607
651, 527,348, 89,954, 965,0:00:00.273616
651, 527,349, 91,953, 963,0:00:00.275613
651, 527,350, 94,952, 960,0:00:00.277610
651, 527,351, 97,951, 957,0:00:00.279614
651, 527,352, 99,950, 955,0:00:00.281613
651, 527,353, 101,949, 953,0:00:00.283626
651, 527,354, 104,948, 950,0:00:00.285617
651, 527,355, 106,947, 948,0:00:00.287610
651, 527,357, 109,945, 945,0:00:00.289615
651, 527,357, 111,945, 943,0:00:00.291623
651, 527,358, 112,944, 942,0:00:00.293613
651, 527,360, 115,942, 939,0:00:00.295611
651, 527,360, 117,942, 937,0:00:00.297621
651, 527,361, 118,941, 936,0:00:00.299612
651, 527,363, 121,939, 933,0:00:00.301609
651, 527,364, 122,938, 932,0:00:00.303617
651, 527,365, 124,937, 930,0:00:00.305606
651, 527,366, 126,936, 928,0:00:00.307611
651, 527,367, 128,935, 926,0:00:00.309614
651, 527,368, 131,934, 923,0:00:00.311606
651, 527,369, 132,933, 922,0:00:00.313607
651, 527,370, 134,932, 920,0:00:00.315623
651, 527,371, 136,931, 918,0:00:00.317610
651, 527,372, 138,930, 916,0:00:00.319615
651, 527,373, 139,929, 915,0:00:00.321620
651, 527,375, 142,927, 912,0:00:00.323612
651, 527,376, 145,926, 909,0:00:00.325605
651, 527,377, 147,925, 907,0:00:00.327607
651, 527,378, 149,924, 905,0:00:00.329614
651, 527,380, 151,922, 903,0:00:00.331618
651, 527,381, 154,921, 900,0:00:00.333610
651, 527,383, 157,919, 897,0:00:00.335646
651, 527,384, 159,918, 895,0:00:00.337643
651, 527,385, 161,917, 893,0:00:00.339639
651, 527,387, 163,915, 891,0:00:00.341656
651, 527,388, 167,914, 887,0:00:00.343646
651, 527,390, 169,912, 885,0:00:00.345641
651, 527,391, 172,911, 882,0:00:00.347643
651, 527,393, 174,909, 880,0:00:00.349643
651, 527,394, 177,908, 877,0:00:00.351655
651, 527,395, 179,907, 875,0:00:00.353638
651, 527,397, 183,905, 871,0:00:00.355630
651, 527,398, 185,904, 869,0:00:00.357613
651, 527,400, 188,902, 866,0:00:00.359614
651, 527,401, 191,901, 863,0:00:00.361610
651, 527,403, 194,899, 860,0:00:00.363607
651, 527,405, 198,897, 856,0:00:00.365614
651, 527,407, 201,895, 853,0:00:00.367609
651, 527,408, 203,894, 851,0:00:00.369606
651, 527,410, 206,892, 848,0:00:00.371605
651, 527,411, 209,891, 845,0:00:00.373614
651, 527,413, 212,889, 842,0:00:00.375619
651, 527,415, 216,887, 838,0:00:00.377622
651, 527,417, 219,885, 835,0:00:00.379607
651, 527,420, 222,882, 832,0:00:00.381611
651, 527,421, 225,881, 829,0:00:00.383611
651, 527,423, 228,879, 826,0:00:00.385752
651, 527,427, 232,875, 822,0:00:00.387699
651, 527,428, 236,874, 818,0:00:00.389619
651, 527,431, 239,871, 815,0:00:00.391595
651, 527,433, 242,869, 812,0:00:00.393596
651, 527,435, 245,867, 809,0:00:00.395608
651, 527,438, 248,864, 806,0:00:00.397594
651, 527,441, 252,861, 802,0:00:00.399594
651, 527,444, 255,858, 799,0:00:00.401596
651, 527,446, 258,856, 796,0:00:00.403597
651, 527,448, 261,854, 793,0:00:00.405590
651, 527,451, 264,851, 790,0:00:00.407593
651, 527,455, 268,847, 786,0:00:00.409602
651, 527,458, 271,844, 783,0:00:00.411599
651, 527,461, 274,841, 780,0:00:00.413593
651, 527,464, 277,838, 777,0:00:00.415595
651, 527,467, 279,835, 775,0:00:00.417592
651, 527,471, 284,831, 770,0:00:00.419598
651, 527,474, 287,828, 767,0:00:00.421588
651, 527,477, 289,825, 765,0:00:00.423598
651, 527,480, 292,822, 762,0:00:00.425699
651, 527,483, 294,819, 760,0:00:00.427652
651, 527,485, 297,817, 757,0:00:00.429619
651, 527,491, 301,811, 753,0:00:00.431618
651, 527,494, 303,808, 751,0:00:00.433611
651, 527,497, 305,805, 749,0:00:00.435594
651, 527,500, 308,802, 746,0:00:00.437602
651, 527,504, 310,798, 744,0:00:00.439588
651, 527,508, 313,794, 741,0:00:00.441592
651, 527,511, 315,791, 739,0:00:00.443589
651, 527,515, 318,787, 736,0:00:00.445585
651, 527,518, 319,784, 735,0:00:00.447593
651, 527,521, 322,781, 732,0:00:00.449588
651, 527,524, 324,778, 730,0:00:00.451593
651, 527,528, 327,774, 727,0:00:00.453600
651, 527,531, 328,771, 726,0:00:00.455588
651, 527,534, 331,768, 723,0:00:00.457596
651, 527,537, 332,765, 722,0:00:00.459586
651, 527,540, 334,762, 720,0:00:00.461590
651, 527,544, 336,758, 718,0:00:00.463590
651, 527,546, 338,756, 716,0:00:00.465591
651, 527,548, 339,754, 715,0:00:00.467598
651, 527,550, 340,752, 714,0:00:00.469586
651, 527,551, 341,751, 713,0:00:00.471586
651, 527,553, 342,749, 712,0:00:00.473582
651, 527,555, 344,747, 710,0:00:00.475602
651, 527,557, 345,745, 709,0:00:00.477592
651, 527,558, 346,744, 708,0:00:00.479595
651, 527,559, 347,743, 707,0:00:00.481587
651, 527,561, 348,741, 706,0:00:00.483676
651, 527,562, 349,740, 705,0:00:00.485605
651, 527,563, 349,739, 705,0:00:00.487595
651, 527,563, 351,739, 703,0:00:00.489599
651, 527,564, 351,738, 703,0:00:00.491604
651, 527,564, 352,738, 702,0:00:00.493593
651, 527,565, 353,737, 701,0:00:00.495592
651, 527,566, 354,736, 700,0:00:00.497593
651, 527,567, 355,735, 699,0:00:00.499587
651, 527,567, 355,735, 699,0:00:00.501585
651, 527,568, 356,734, 698,0:00:00.503586
651, 527,568, 357,734, 697,0:00:00.505586
651, 527,569, 359,733, 695,0:00:00.507585
651, 527,570, 360,732, 694,0:00:00.509582
651, 527,570, 361,732, 693,0:00:00.511589
651, 527,571, 362,731, 692,0:00:00.513588
651, 527,572, 364,730, 690,0:00:00.515592
651, 527,574, 367,728, 687,0:00:00.517584
651, 527,574, 368,728, 686,0:00:00.519593
651, 527,575, 369,727, 685,0:00:00.521590
651, 527,577, 371,725, 683,0:00:00.523596
651, 527,577, 373,725, 681,0:00:00.525593
651, 527,579, 375,723, 679,0:00:00.527596
651, 527,581, 378,721, 676,0:00:00.529588
651, 527,582, 379,720, 675,0:00:00.531616
651, 527,583, 381,719, 673,0:00:00.533605
651, 527,584, 383,718, 671,0:00:00.535600
651, 527,586, 385,716, 669,0:00:00.537596
651, 527,588, 388,714, 666,0:00:00.539596
651, 527,590, 390,712, 664,0:00:00.541594
651, 527,591, 392,711, 662,0:00:00.543608
651, 527,593, 394,709, 660,0:00:00.545604
651, 527,594, 396,708, 658,0:00:00.547596
651, 527,597, 399,705, 655,0:00:00.549595
651, 527,598, 401,704, 653,0:00:00.551597
651, 527,600, 403,702, 651,0:00:00.553606
651, 527,601, 405,701, 649,0:00:00.555595
651, 527,603, 406,699, 648,0:00:00.557595
651, 527,604, 408,698, 646,0:00:00.559590
651, 527,606, 411,696, 643,0:00:00.561591
651, 527,608, 412,694, 642,0:00:00.563593
651, 527,608, 413,694, 641,0:00:00.565593
651, 527,610, 414,692, 640,0:00:00.567613
651, 527,610, 415,692, 639,0:00:00.569590
651, 527,611, 416,691, 638,0:00:00.571598
651, 527,612, 418,690, 636,0:00:00.573591
651, 527,612, 418,690, 636,0:00:00.575595
651, 527,613, 419,689, 635,0:00:00.577595
651, 527,613, 419,689, 635,0:00:00.579597
651, 527,613, 420,689, 634,0:00:00.581637
651, 527,613, 421,689, 633,0:00:00.583594
651, 527,613, 421,689, 633,0:00:00.587605
651, 527,613, 422,689, 632,0:00:00.589596
651, 527,613, 422,689, 632,0:00:00.591590
651, 527,614, 423,688, 631,0:00:00.593591
651, 527,614, 424,688, 630,0:00:00.595601
651, 527,614, 425,688, 629,0:00:00.597592
651, 527,614, 425,688, 629,0:00:00.599595
651, 527,614, 426,688, 628,0:00:00.601595
651, 527,614, 428,688, 626,0:00:00.603598
651, 527,614, 429,688, 625,0:00:00.605595
651, 527,614, 431,688, 623,0:00:00.607603
651, 527,614, 432,688, 622,0:00:00.609602
651, 527,614, 433,688, 621,0:00:00.611591
651, 527,614, 435,688, 619,0:00:00.613587
651, 527,614, 437,688, 617,0:00:00.615616
651, 527,614, 438,688, 616,0:00:00.617600
651, 527,614, 440,688, 614,0:00:00.619600
651, 527,614, 442,688, 612,0:00:00.621601
651, 527,614, 444,688, 610,0:00:00.623605
651, 527,614, 446,688, 608,0:00:00.625591
651, 527,614, 449,688, 605,0:00:00.627603
651, 527,614, 451,688, 603,0:00:00.629599
651, 527,615, 452,687, 602,0:00:00.631609
651, 527,615, 455,687, 599,0:00:00.633605
651, 527,615, 456,687, 598,0:00:00.635595
651, 527,615, 460,687, 594,0:00:00.637596
651, 527,615, 462,687, 592,0:00:00.639607
651, 527,615, 465,687, 589,0:00:00.641592
651, 527,615, 467,687, 587,0:00:00.643598
651, 527,616, 469,686, 585,0:00:00.645599
651, 527,617, 473,685, 581,0:00:00.647593
651, 527,617, 475,685, 579,0:00:00.649594
651, 527,618, 478,684, 576,0:00:00.651590
651, 527,618, 480,684, 574,0:00:00.653625
651, 527,619, 482,683, 572,0:00:00.655628
651, 527,620, 485,682, 569,0:00:00.657616
651, 527,621, 489,681, 565,0:00:00.659611
651, 527,621, 491,681, 563,0:00:00.661620
651, 527,623, 494,679, 560,0:00:00.663605
651, 527,623, 496,679, 558,0:00:00.665586
651, 527,624, 498,678, 556,0:00:00.667597
651, 527,651, 527,677, 552,0:00:00.669586
651, 527,651, 527,676, 550,0:00:00.671603
651, 527,651, 527,675, 548,0:00:00.673590
651, 527,651, 527,674, 545,0:00:00.675601
651, 527,651, 527,672, 543,0:00:00.677588
651, 527,651, 527,672, 541,0:00:00.679604
651, 527,651, 527,670, 538,0:00:00.681591
