target_x, target_y, feedback_x, feedback_y, mouse_x, mouse_y, elapsed_time
615, 699,266, 328,964, 1070,0:00:00.010865
615, 699,266, 329,964, 1069,0:00:00.074854
615, 699,265, 329,965, 1069,0:00:00.088998
615, 699,265, 330,965, 1068,0:00:00.092764
615, 699,265, 330,965, 1068,0:00:00.094734
615, 699,265, 331,965, 1067,0:00:00.096728
615, 699,265, 331,965, 1067,0:00:00.098701
615, 699,263, 332,967, 1066,0:00:00.100708
615, 699,263, 333,967, 1065,0:00:00.102695
615, 699,263, 334,967, 1064,0:00:00.104702
615, 699,262, 335,968, 1063,0:00:00.106703
615, 699,262, 335,968, 1063,0:00:00.108690
615, 699,262, 337,968, 1061,0:00:00.110702
615, 699,261, 338,969, 1060,0:00:00.112699
615, 699,261, 339,969, 1059,0:00:00.114679
615, 699,260, 339,970, 1059,0:00:00.116705
615, 699,259, 341,971, 1057,0:00:00.118703
615, 699,259, 341,971, 1057,0:00:00.120704
615, 699,258, 343,972, 1055,0:00:00.122705
615, 699,258, 343,972, 1055,0:00:00.124705
615, 699,258, 345,972, 1053,0:00:00.126680
615, 699,258, 345,972, 1053,0:00:00.128662
615, 699,257, 346,973, 1052,0:00:00.130666
615, 699,256, 348,974, 1050,0:00:00.132670
615, 699,256, 349,974, 1049,0:00:00.134666
615, 699,255, 349,975, 1049,0:00:00.136664
615, 699,255, 351,975, 1047,0:00:00.138687
615, 699,255, 352,975, 1046,0:00:00.140666
615, 699,255, 352,975, 1046,0:00:00.142661
615, 699,254, 355,976, 1043,0:00:00.144665
615, 699,253, 355,977, 1043,0:00:00.146676
615, 699,253, 356,977, 1042,0:00:00.148723
615, 699,253, 358,977, 1040,0:00:00.150694
615, 699,253, 359,977, 1039,0:00:00.152678
615, 699,253, 361,977, 1037,0:00:00.154676
615, 699,252, 362,978, 1036,0:00:00.156661
615, 699,252, 363,978, 1035,0:00:00.158666
615, 699,252, 365,978, 1033,0:00:00.160673
615, 699,252, 367,978, 1031,0:00:00.162677
615, 699,252, 369,978, 1029,0:00:00.164663
615, 699,252, 371,978, 1027,0:00:00.166670
615, 699,252, 373,978, 1025,0:00:00.168670
615, 699,252, 375,978, 1023,0:00:00.170684
615, 699,252, 377,978, 1021,0:00:00.172666
615, 699,252, 379,978, 1019,0:00:00.174672
615, 699,253, 383,977, 1015,0:00:00.176661
615, 699,253, 385,977, 1013,0:00:00.178668
615, 699,253, 388,977, 1010,0:00:00.180663
615, 699,253, 390,977, 1008,0:00:00.182672
615, 699,254, 393,976, 1005,0:00:00.184668
615, 699,255, 396,975, 1002,0:00:00.186668
615, 699,256, 399,974, 999,0:00:00.188660
615, 699,256, 402,974, 996,0:00:00.190680
615, 699,257, 405,973, 993,0:00:00.192663
615, 699,258, 407,972, 991,0:00:00.194672
615, 699,259, 410,971, 988,0:00:00.196667
615, 699,260, 415,970, 983,0:00:00.198671
615, 699,261, 417,969, 981,0:00:00.200661
615, 699,262, 420,968, 978,0:00:00.202670
615, 699,263, 423,967, 975,0:00:00.204667
615, 699,264, 426,966, 972,0:00:00.206666
615, 699,266, 430,964, 968,0:00:00.208667
615, 699,268, 433,962, 965,0:00:00.210673
615, 699,269, 436,961, 962,0:00:00.212663
615, 699,271, 439,959, 959,0:00:00.214664
615, 699,272, 442,958, 956,0:00:00.216666
615, 699,273, 445,957, 953,0:00:00.218665
615, 699,276, 450,954, 948,0:00:00.220663
615, 699,278, 453,952, 945,0:00:00.222678
615, 699,280, 456,950, 942,0:00:00.224679
615, 699,282, 459,948, 939,0:00:00.226667
615, 699,284, 463,946, 935,0:00:00.228666
615, 699,288, 468,942, 930,0:00:00.230678
615, 699,290, 472,940, 926,0:00:00.232686
615, 699,293, 475,937, 923,0:00:00.234727
615, 699,295, 479,935, 919,0:00:00.236704
615, 699,298, 482,932, 916,0:00:00.238706
615, 699,301, 486,929, 912,0:00:00.240704
615, 699,305, 492,925, 906,0:00:00.242704
615, 699,308, 495,922, 903,0:00:00.244705
615, 699,311, 499,919, 899,0:00:00.246697
615, 699,314, 503,916, 895,0:00:00.248704
615, 699,316, 506,914, 892,0:00:00.250693
615, 699,321, 512,909, 886,0:00:00.252700
615, 699,324, 515,906, 883,0:00:00.254705
615, 699,328, 518,902, 880,0:00:00.256700
615, 699,331, 522,899, 876,0:00:00.258694
615, 699,333, 525,897, 873,0:00:00.260698
615, 699,338, 529,892, 869,0:00:00.262692
615, 699,341, 532,889, 866,0:00:00.264689
615, 699,343, 535,887, 863,0:00:00.266709
615, 699,346, 537,884, 861,0:00:00.268706
615, 699,349, 540,881, 858,0:00:00.270687
615, 699,352, 542,878, 856,0:00:00.272700
615, 699,356, 546,874, 852,0:00:00.274698
615, 699,358, 548,872, 850,0:00:00.276695
615, 699,361, 550,869, 848,0:00:00.278703
615, 699,363, 552,867, 846,0:00:00.280718
615, 699,366, 553,864, 845,0:00:00.282696
615, 699,371, 556,859, 842,0:00:00.284689
615, 699,373, 558,857, 840,0:00:00.286698
615, 699,376, 560,854, 838,0:00:00.288697
615, 699,379, 562,851, 836,0:00:00.290695
615, 699,382, 563,848, 835,0:00:00.292718
615, 699,385, 565,845, 833,0:00:00.294694
615, 699,389, 568,841, 830,0:00:00.296694
615, 699,392, 569,838, 829,0:00:00.298696
615, 699,395, 571,835, 827,0:00:00.300696
615, 699,398, 572,832, 826,0:00:00.302702
615, 699,401, 573,829, 825,0:00:00.304701
615, 699,406, 575,824, 823,0:00:00.306703
615, 699,409, 577,821, 821,0:00:00.308702
615, 699,412, 578,818, 820,0:00:00.310697
615, 699,415, 579,815, 819,0:00:00.312706
615, 699,418, 581,812, 817,0:00:00.314700
615, 699,421, 582,809, 816,0:00:00.316694
615, 699,425, 583,805, 815,0:00:00.318719
615, 699,428, 584,802, 814,0:00:00.320701
615, 699,431, 585,799, 813,0:00:00.322703
615, 699,434, 586,796, 812,0:00:00.324693
615, 699,436, 586,794, 812,0:00:00.326690
615, 699,441, 588,789, 810,0:00:00.328696
615, 699,443, 589,787, 809,0:00:00.330700
615, 699,446, 589,784, 809,0:00:00.332709
615, 699,448, 590,782, 808,0:00:00.334703
615, 699,451, 591,779, 807,0:00:00.336695
615, 699,453, 591,777, 807,0:00:00.338694
615, 699,456, 592,774, 806,0:00:00.340693
615, 699,459, 593,771, 805,0:00:00.342693
615, 699,461, 593,769, 805,0:00:00.344698
615, 699,463, 594,767, 804,0:00:00.346701
615, 699,465, 595,765, 803,0:00:00.348692
615, 699,469, 596,761, 802,0:00:00.350693
615, 699,471, 596,759, 802,0:00:00.352696
615, 699,473, 596,757, 802,0:00:00.354683
615, 699,475, 597,755, 801,0:00:00.356699
615, 699,476, 598,754, 800,0:00:00.358690
615, 699,479, 599,751, 799,0:00:00.360701
615, 699,481, 599,749, 799,0:00:00.362695
615, 699,483, 599,747, 799,0:00:00.364695
615, 699,485, 600,745, 798,0:00:00.366691
615, 699,486, 600,744, 798,0:00:00.368707
615, 699,488, 601,742, 797,0:00:00.370697
615, 699,490, 602,740, 796,0:00:00.372697
615, 699,491, 602,739, 796,0:00:00.374704
615, 699,493, 602,737, 796,0:00:00.376697
615, 699,494, 603,736, 795,0:00:00.378702
615, 699,495, 603,735, 795,0:00:00.380695
615, 699,497, 604,733, 794,0:00:00.382696
615, 699,498, 604,732, 794,0:00:00.384697
615, 699,499, 605,731, 793,0:00:00.386692
615, 699,501, 605,729, 793,0:00:00.388700
615, 699,502, 605,728, 793,0:00:00.390696
615, 699,502, 606,728, 792,0:00:00.392702
615, 699,504, 606,726, 792,0:00:00.394698
615, 699,505, 607,725, 791,0:00:00.396689
615, 699,506, 607,724, 791,0:00:00.398696
615, 699,506, 608,724, 790,0:00:00.400694
615, 699,508, 608,722, 790,0:00:00.402698
615, 699,509, 609,721, 789,0:00:00.404701
615, 699,510, 609,720, 789,0:00:00.406693
615, 699,511, 609,719, 789,0:00:00.408702
615, 699,511, 610,719, 788,0:00:00.410700
615, 699,512, 611,718, 787,0:00:00.412696
615, 699,512, 611,718, 787,0:00:00.414690
615, 699,514, 612,716, 786,0:00:00.416699
615, 699,515, 612,715, 786,0:00:00.418699
615, 699,516, 612,714, 786,0:00:00.420695
615, 699,516, 613,714, 785,0:00:00.422695
615, 699,518, 613,712, 785,0:00:00.424705
615, 699,519, 615,711, 783,0:00:00.426693
615, 699,520, 615,710, 783,0:00:00.428694
615, 699,521, 616,709, 782,0:00:00.430698
615, 699,522, 616,708, 782,0:00:00.432699
615, 699,523, 617,707, 781,0:00:00.434695
615, 699,524, 618,706, 780,0:00:00.436700
615, 699,526, 619,704, 779,0:00:00.438699
615, 699,527, 620,703, 778,0:00:00.440699
615, 699,529, 621,701, 777,0:00:00.442691
615, 699,530, 622,700, 776,0:00:00.444690
615, 699,531, 623,699, 775,0:00:00.446697
615, 699,533, 624,697, 774,0:00:00.448698
615, 699,534, 625,696, 773,0:00:00.450699
615, 699,536, 626,694, 772,0:00:00.452695
615, 699,537, 628,693, 770,0:00:00.454690
615, 699,538, 629,692, 769,0:00:00.456695
615, 699,539, 629,691, 769,0:00:00.458682
615, 699,541, 631,689, 767,0:00:00.460707
615, 699,542, 632,688, 766,0:00:00.462695
615, 699,543, 633,687, 765,0:00:00.464703
615, 699,544, 635,686, 763,0:00:00.466696
615, 699,545, 635,685, 763,0:00:00.469700
615, 699,546, 637,684, 761,0:00:00.470688
615, 699,547, 638,683, 760,0:00:00.472696
615, 699,548, 639,682, 759,0:00:00.474693
615, 699,548, 641,682, 757,0:00:00.476698
615, 699,548, 642,682, 756,0:00:00.478696
615, 699,549, 642,681, 756,0:00:00.480704
615, 699,549, 644,681, 754,0:00:00.482697
615, 699,549, 645,681, 753,0:00:00.484693
615, 699,550, 646,680, 752,0:00:00.486687
615, 699,550, 647,680, 751,0:00:00.488695
615, 699,550, 648,680, 750,0:00:00.490695
615, 699,551, 649,679, 749,0:00:00.492707
615, 699,551, 651,679, 747,0:00:00.494696
615, 699,551, 652,679, 746,0:00:00.496694
615, 699,551, 653,679, 745,0:00:00.498691
615, 699,551, 654,679, 744,0:00:00.500722
615, 699,551, 655,679, 743,0:00:00.502703
615, 699,551, 656,679, 742,0:00:00.504701
615, 699,551, 658,679, 740,0:00:00.506701
615, 699,551, 658,679, 740,0:00:00.508696
615, 699,552, 659,678, 739,0:00:00.510707
615, 699,552, 661,678, 737,0:00:00.512673
615, 699,552, 661,678, 737,0:00:00.514680
615, 699,552, 662,678, 736,0:00:00.516661
615, 699,552, 663,678, 735,0:00:00.518672
615, 699,552, 664,678, 734,0:00:00.520665
615, 699,552, 665,678, 733,0:00:00.522665
615, 699,552, 666,678, 732,0:00:00.524665
615, 699,552, 668,678, 730,0:00:00.526669
615, 699,553, 669,677, 729,0:00:00.528668
615, 699,553, 669,677, 729,0:00:00.530652
615, 699,553, 671,677, 727,0:00:00.532664
615, 699,554, 672,676, 726,0:00:00.534653
615, 699,554, 673,676, 725,0:00:00.536652
615, 699,555, 674,675, 724,0:00:00.538657
615, 699,555, 675,675, 723,0:00:00.540653
