target_x, target_y, feedback_x, feedback_y, mouse_x, mouse_y, elapsed_time
1115, 687,1013.6553570671516, 1060,987, 1031,0:00:00.038909
1115, 687,1013.6553570671516, 1060,987, 1031,0:00:00.062849
1115, 687,1014.3662706051639, 1060,988, 1031,0:00:00.098810
1115, 687,1015.0771841431762, 1060,989, 1031,0:00:00.104790
1115, 687,1015.7804635623766, 1060,989, 1030,0:00:00.108726
1115, 687,1015.7804635623766, 1060,989, 1030,0:00:00.114717
1115, 687,1016.4837429815769, 1060,989, 1029,0:00:00.168852
1115, 687,1017.1946565195892, 1060,990, 1029,0:00:00.192765
1115, 687,1016.4837429815769, 1060,989, 1029,0:00:00.547035
1115, 687,1016.4837429815769, 1060,989, 1029,0:00:00.550790
1115, 687,1015.7728294435647, 1060,988, 1029,0:00:00.554815
1115, 687,1015.7651953247528, 1060,987, 1028,0:00:00.558724
1115, 687,1015.757561205941, 1060,986, 1027,0:00:00.562787
1115, 687,1015.757561205941, 1060,986, 1027,0:00:00.564767
1115, 687,1015.0466476679287, 1059.9035679653596,985, 1027,0:00:00.566763
1115, 687,1014.3357341299164, 1059.200288546159,984, 1027,0:00:00.568768
1115, 687,1014.3281000111045, 1057.7860955889464,983, 1026,0:00:00.570759
1115, 687,1012.90627293508, 1056.3795367505456,981, 1026,0:00:00.574762
1115, 687,1012.1953593970677, 1055.6762573313451,980, 1026,0:00:00.576707
1115, 687,1011.4844458590554, 1054.9729779121449,979, 1026,0:00:00.578726
1115, 687,1011.4768117402435, 1053.5587849549322,978, 1025,0:00:00.580705
1115, 687,1010.7658982022313, 1052.8555055357317,977, 1025,0:00:00.582707
1115, 687,1010.7582640834194, 1051.441312578519,976, 1024,0:00:00.584764
1115, 687,1009.3364370073948, 1050.0347537401183,974, 1024,0:00:00.586778
1115, 687,1008.6255234693825, 1049.3314743209178,973, 1024,0:00:00.588759
1115, 687,1008.6255234693825, 1049.3314743209178,973, 1024,0:00:00.590758
1115, 687,1007.9069758125585, 1047.2140019445046,971, 1023,0:00:00.592770
1115, 687,1007.9069758125585, 1047.2140019445046,971, 1023,0:00:00.594781
1115, 687,1006.4851487365339, 1045.8074431061038,969, 1023,0:00:00.596768
1115, 687,1006.4851487365339, 1045.8074431061038,969, 1023,0:00:00.598695
1115, 687,1006.477514617722, 1044.3932501488912,968, 1022,0:00:00.600707
1115, 687,1005.7666010797097, 1043.6899707296907,967, 1022,0:00:00.602700
1115, 687,1005.0556875416975, 1042.9866913104904,966, 1022,0:00:00.604764
1115, 687,1004.3371398848733, 1040.8692189340773,964, 1021,0:00:00.606765
1115, 687,1003.626226346861, 1040.1659395148768,963, 1021,0:00:00.608762
1115, 687,1003.626226346861, 1040.1659395148768,963, 1021,0:00:00.610760
1115, 687,1002.9153128088487, 1039.4626600956765,962, 1021,0:00:00.612760
1115, 687,1002.9076786900368, 1038.0484671384638,961, 1020,0:00:00.614768
1115, 687,1002.1967651520246, 1037.3451877192633,960, 1020,0:00:00.616785
1115, 687,1001.4858516140123, 1036.641908300063,959, 1020,0:00:00.618765
1115, 687,1001.4782174952005, 1035.2277153428502,958, 1019,0:00:00.620698
1115, 687,1000.7673039571882, 1034.52443592365,957, 1019,0:00:00.622702
1115, 687,1000.056390419176, 1033.8211565044494,956, 1019,0:00:00.624688
1115, 687,1000.0487563003641, 1032.4069635472367,955, 1018,0:00:00.626703
1115, 687,999.3378427623518, 1031.7036841280365,954, 1018,0:00:00.628717
1115, 687,999.3302086435399, 1030.2894911708236,953, 1017,0:00:00.630705
1115, 687,998.6192951055276, 1029.5862117516233,952, 1017,0:00:00.632711
1115, 687,997.9083815675153, 1028.8829323324228,951, 1017,0:00:00.634711
1115, 687,997.197468029503, 1028.1796529132225,950, 1017,0:00:00.636716
1115, 687,997.1898339106912, 1026.7654599560096,949, 1016,0:00:00.638703
1115, 687,996.4789203726789, 1026.0621805368094,948, 1016,0:00:00.640770
1115, 687,995.7680068346666, 1025.3589011176089,947, 1016,0:00:00.642766
1115, 687,996.471286253867, 1024.6479875795967,947, 1015,0:00:00.644747
1115, 687,995.7603727158548, 1023.9447081603962,946, 1015,0:00:00.646768
1115, 687,995.7527385970429, 1022.5305152031835,945, 1014,0:00:00.648758
1115, 687,995.0418250590307, 1021.8272357839832,944, 1014,0:00:00.650758
1115, 687,994.3309115210184, 1021.1239563647828,943, 1014,0:00:00.652760
1115, 687,994.3309115210184, 1021.1239563647828,943, 1014,0:00:00.654736
1115, 687,994.3232774022065, 1019.70976340757,942, 1013,0:00:00.656770
1115, 687,993.6123638641942, 1019.0064839883696,941, 1013,0:00:00.658740
1115, 687,992.9014503261819, 1018.3032045691692,940, 1013,0:00:00.660765
1115, 687,993.6047297453823, 1017.592291031157,940, 1012,0:00:00.662707
1115, 687,992.89381620737, 1016.8890116119566,939, 1012,0:00:00.664705
1115, 687,993.5970956265705, 1016.1780980739443,939, 1011,0:00:00.666694
1115, 687,992.8861820885581, 1015.4748186547438,938, 1011,0:00:00.668688
1115, 687,992.1752685505459, 1014.7715392355434,937, 1011,0:00:00.670710
1115, 687,992.1676344317341, 1013.3573462783307,936, 1010,0:00:00.672706
1115, 687,992.1676344317341, 1013.3573462783307,936, 1010,0:00:00.674693
1115, 687,990.7458073557095, 1011.9507874399299,934, 1010,0:00:00.676705
1115, 687,991.4490867749099, 1011.2398739019177,934, 1009,0:00:00.678713
1115, 687,990.7381732368976, 1010.5365944827172,933, 1009,0:00:00.680673
1115, 687,990.0272596988854, 1009.8333150635168,932, 1009,0:00:00.682753
1115, 687,989.3163461608731, 1009.1300356443164,931, 1009,0:00:00.684705
1115, 687,990.0196255800735, 1008.4191221063041,931, 1008,0:00:00.686703
1115, 687,990.7229049992739, 1007.7082085682919,931, 1007,0:00:00.688743
1115, 687,989.3010779232493, 1006.301649729891,929, 1007,0:00:00.690758
1115, 687,990.0043573424498, 1005.5907361918788,929, 1006,0:00:00.692752
1115, 687,988.5825302664252, 1004.1841773534779,927, 1006,0:00:00.694756
1115, 687,988.5825302664252, 1004.1841773534779,927, 1006,0:00:00.696743
1115, 687,987.871616728413, 1003.4808979342776,926, 1006,0:00:00.698753
1115, 687,987.1607031904007, 1002.7776185150772,925, 1006,0:00:00.700739
1115, 687,987.1530690715888, 1001.3634255578644,924, 1005,0:00:00.702743
